TIME,DATA_VALUE,retrieved_at
20010622,7.01,2026-09-11
20010625,6.91,2026-09-11
20010626,6.91,2026-09-11
20010627,6.89,2026-09-11
20010628,6.8,2026-09-11
20010629,6.78,2026-09-11
20010702,6.84,2026-09-11
20010703,6.93,2026-09-11
20010704,6.93,2026-09-11
20010705,6.88,2026-09-11
20010706,6.87,2026-09-11
20010709,6.86,2026-09-11
20010710,6.86,2026-09-11
20010711,6.85,2026-09-11
20010712,6.84,2026-09-11
20010713,6.87,2026-09-11
20010716,6.89,2026-09-11
20010718,6.84,2026-09-11
20010719,6.77,2026-09-11
20010720,6.78,2026-09-11
20010723,6.8,2026-09-11
20010724,6.78,2026-09-11
20010725,6.75,2026-09-11
20010726,6.73,2026-09-11
20010727,6.76,2026-09-11
20010730,6.78,2026-09-11
20010731,6.78,2026-09-11
20010801,6.71,2026-09-11
20010802,6.71,2026-09-11
20010803,6.68,2026-09-11
20010806,6.69,2026-09-11
20010807,6.68,2026-09-11
20010808,6.66,2026-09-11
20010809,6.45,2026-09-11
20010810,6.33,2026-09-11
20010813,6.19,2026-09-11
20010814,6.22,2026-09-11
20010816,6.23,2026-09-11
20010817,6.14,2026-09-11
20010820,5.9,2026-09-11
20010821,5.93,2026-09-11
20010822,5.91,2026-09-11
20010823,6.01,2026-09-11
20010824,6.05,2026-09-11
20010827,6.16,2026-09-11
20010828,6.16,2026-09-11
20010829,6.08,2026-09-11
20010830,6.19,2026-09-11
20010831,6.24,2026-09-11
20010903,6.12,2026-09-11
20010904,6.12,2026-09-11
20010905,6.21,2026-09-11
20010906,6.26,2026-09-11
20010907,6.28,2026-09-11
20010910,6.3,2026-09-11
20010911,6.34,2026-09-11
20010912,6.18,2026-09-11
20010913,6.12,2026-09-11
20010914,6.08,2026-09-11
20010917,6.34,2026-09-11
20010918,6.3,2026-09-11
20010919,6.16,2026-09-11
20010920,6.2,2026-09-11
20010921,6.22,2026-09-11
20010924,6.22,2026-09-11
20010925,6.19,2026-09-11
20010926,6.18,2026-09-11
20010927,6.1,2026-09-11
20010928,6.03,2026-09-11
20011004,6.02,2026-09-11
20011005,6.08,2026-09-11
20011008,6.16,2026-09-11
20011009,6.15,2026-09-11
20011010,6.26,2026-09-11
20011011,6.53,2026-09-11
20011012,6.63,2026-09-11
20011015,6.49,2026-09-11
20011016,6.57,2026-09-11
20011017,6.6,2026-09-11
20011018,6.63,2026-09-11
20011019,6.56,2026-09-11
20011022,6.56,2026-09-11
20011023,6.63,2026-09-11
20011024,6.74,2026-09-11
20011025,6.84,2026-09-11
20011026,6.85,2026-09-11
20011029,6.85,2026-09-11
20011030,6.85,2026-09-11
20011031,6.85,2026-09-11
20011101,6.78,2026-09-11
20011102,6.73,2026-09-11
20011105,6.73,2026-09-11
20011106,6.65,2026-09-11
20011107,6.64,2026-09-11
20011108,6.63,2026-09-11
20011109,6.63,2026-09-11
20011112,6.64,2026-09-11
20011113,6.64,2026-09-11
20011114,6.83,2026-09-11
20011115,7.01,2026-09-11
20011116,7.01,2026-09-11
20011119,7.12,2026-09-11
20011120,7.01,2026-09-11
20011121,7.09,2026-09-11
20011122,7.18,2026-09-11
20011123,7.13,2026-09-11
20011126,7.1,2026-09-11
20011127,7.08,2026-09-11
20011128,6.92,2026-09-11
20011129,6.98,2026-09-11
20011130,6.88,2026-09-11
20011203,6.81,2026-09-11
20011204,6.87,2026-09-11
20011205,6.94,2026-09-11
20011206,7.16,2026-09-11
20011207,7.18,2026-09-11
20011210,7.2,2026-09-11
20011211,7.12,2026-09-11
20011212,7.12,2026-09-11
20011213,7.06,2026-09-11
20011214,6.99,2026-09-11
20011217,6.98,2026-09-11
20011218,6.91,2026-09-11
20011219,6.94,2026-09-11
20011220,6.99,2026-09-11
20011221,6.99,2026-09-11
20011224,6.99,2026-09-11
20011226,6.95,2026-09-11
20011227,6.98,2026-09-11
20011228,7.02,2026-09-11
20011231,7.02,2026-09-11
20020102,7.13,2026-09-11
20020103,7.12,2026-09-11
20020104,7.09,2026-09-11
20020107,7.06,2026-09-11
20020108,7.08,2026-09-11
20020109,7.09,2026-09-11
20020110,7.09,2026-09-11
20020111,7.03,2026-09-11
20020114,7.07,2026-09-11
20020115,7.04,2026-09-11
20020116,7.03,2026-09-11
20020117,7.04,2026-09-11
20020118,7.04,2026-09-11
20020121,7.09,2026-09-11
20020122,7.16,2026-09-11
20020123,7.16,2026-09-11
20020124,7.19,2026-09-11
20020125,7.16,2026-09-11
20020128,7.17,2026-09-11
20020129,7.16,2026-09-11
20020130,7.12,2026-09-11
20020131,7.11,2026-09-11
20020201,7.08,2026-09-11
20020204,7.08,2026-09-11
20020205,7.05,2026-09-11
20020206,7.04,2026-09-11
20020207,7,2026-09-11
20020208,7.02,2026-09-11
20020214,7.05,2026-09-11
20020215,7.04,2026-09-11
20020218,7.04,2026-09-11
20020219,7,2026-09-11
20020220,7,2026-09-11
20020221,6.96,2026-09-11
20020222,6.96,2026-09-11
20020225,6.93,2026-09-11
20020226,6.91,2026-09-11
20020227,6.91,2026-09-11
20020228,6.81,2026-09-11
20020304,6.9,2026-09-11
20020305,6.9,2026-09-11
20020306,6.96,2026-09-11
20020307,6.96,2026-09-11
20020308,7.06,2026-09-11
20020311,7.08,2026-09-11
20020312,7.08,2026-09-11
20020313,7.15,2026-09-11
20020314,7.15,2026-09-11
20020315,7.25,2026-09-11
20020318,7.31,2026-09-11
20020319,7.37,2026-09-11
20020320,7.35,2026-09-11
20020321,7.34,2026-09-11
20020322,7.32,2026-09-11
20020325,7.3,2026-09-11
20020326,7.33,2026-09-11
20020327,7.31,2026-09-11
20020328,7.26,2026-09-11
20020329,7.25,2026-09-11
20020401,7.3,2026-09-11
20020402,7.34,2026-09-11
20020403,7.34,2026-09-11
20020404,7.35,2026-09-11
20020408,7.34,2026-09-11
20020409,7.36,2026-09-11
20020410,7.33,2026-09-11
20020411,7.34,2026-09-11
20020412,7.3,2026-09-11
20020415,7.29,2026-09-11
20020416,7.31,2026-09-11
20020417,7.31,2026-09-11
20020418,7.29,2026-09-11
20020419,7.28,2026-09-11
20020422,7.29,2026-09-11
20020423,7.28,2026-09-11
20020424,7.27,2026-09-11
20020425,7.27,2026-09-11
20020426,7.25,2026-09-11
20020429,7.22,2026-09-11
20020430,7.22,2026-09-11
20020502,7.2,2026-09-11
20020503,7.18,2026-09-11
20020506,7.19,2026-09-11
20020507,7.22,2026-09-11
20020508,7.19,2026-09-11
20020509,7.2,2026-09-11
20020510,7.13,2026-09-11
20020513,7.09,2026-09-11
20020514,7.08,2026-09-11
20020515,7.09,2026-09-11
20020516,7.08,2026-09-11
20020517,7.08,2026-09-11
20020520,7.08,2026-09-11
20020521,7.06,2026-09-11
20020522,7.08,2026-09-11
20020523,7.05,2026-09-11
20020524,7.05,2026-09-11
20020527,7.05,2026-09-11
20020528,7.05,2026-09-11
20020529,7.02,2026-09-11
20020530,6.93,2026-09-11
20020531,6.92,2026-09-11
20020603,6.92,2026-09-11
20020604,6.88,2026-09-11
20020605,6.89,2026-09-11
20020607,6.86,2026-09-11
20020610,6.87,2026-09-11
20020611,6.88,2026-09-11
20020612,6.89,2026-09-11
20020614,6.89,2026-09-11
20020617,6.8,2026-09-11
20020618,6.78,2026-09-11
20020619,6.74,2026-09-11
20020620,6.74,2026-09-11
20020621,6.72,2026-09-11
20020624,6.7,2026-09-11
20020625,6.64,2026-09-11
20020626,6.46,2026-09-11
20020627,6.5,2026-09-11
20020628,6.51,2026-09-11
20020702,6.47,2026-09-11
20020703,6.48,2026-09-11
20020704,6.55,2026-09-11
20020705,6.68,2026-09-11
20020708,6.64,2026-09-11
20020709,6.68,2026-09-11
20020710,6.67,2026-09-11
20020711,6.6,2026-09-11
20020712,6.66,2026-09-11
20020715,6.64,2026-09-11
20020716,6.65,2026-09-11
20020718,6.66,2026-09-11
20020719,6.58,2026-09-11
20020722,6.38,2026-09-11
20020723,6.5,2026-09-11
20020724,6.44,2026-09-11
20020725,6.41,2026-09-11
20020726,6.35,2026-09-11
20020729,6.38,2026-09-11
20020730,6.47,2026-09-11
20020731,6.45,2026-09-11
20020801,6.4,2026-09-11
20020802,6.32,2026-09-11
20020805,6.16,2026-09-11
20020806,6.21,2026-09-11
20020807,6.19,2026-09-11
20020808,6.18,2026-09-11
20020809,6.18,2026-09-11
20020812,6.17,2026-09-11
20020813,6.17,2026-09-11
20020814,6.14,2026-09-11
20020816,6.16,2026-09-11
20020819,6.16,2026-09-11
20020820,6.18,2026-09-11
20020821,6.23,2026-09-11
20020822,6.25,2026-09-11
20020823,6.28,2026-09-11
20020826,6.35,2026-09-11
20020827,6.37,2026-09-11
20020828,6.36,2026-09-11
20020829,6.34,2026-09-11
20020830,6.26,2026-09-11
20020902,6.28,2026-09-11
20020903,6.22,2026-09-11
20020904,6.13,2026-09-11
20020905,6.12,2026-09-11
20020906,6.09,2026-09-11
20020909,6.1,2026-09-11
20020910,6.18,2026-09-11
20020911,6.28,2026-09-11
20020912,6.26,2026-09-11
20020913,6.17,2026-09-11
20020916,6.16,2026-09-11
20020917,6.28,2026-09-11
20020918,6.17,2026-09-11
20020919,6.18,2026-09-11
20020923,6.13,2026-09-11
20020924,6.11,2026-09-11
20020925,6.11,2026-09-11
20020926,6.1,2026-09-11
20020927,6.1,2026-09-11
20020930,6.1,2026-09-11
20021001,6.11,2026-09-11
20021002,6.11,2026-09-11
20021004,6.14,2026-09-11
20021007,6.14,2026-09-11
20021008,6.16,2026-09-11
20021009,6.16,2026-09-11
20021010,6.1,2026-09-11
20021011,6.1,2026-09-11
20021014,6.12,2026-09-11
20021015,6.13,2026-09-11
20021016,6.14,2026-09-11
20021017,6.19,2026-09-11
20021018,6.18,2026-09-11
20021021,6.15,2026-09-11
20021022,6.15,2026-09-11
20021023,6.15,2026-09-11
20021024,6.13,2026-09-11
20021025,6.11,2026-09-11
20021028,6.03,2026-09-11
20021029,6.01,2026-09-11
20021030,6.01,2026-09-11
20021031,5.98,2026-09-11
20021101,5.96,2026-09-11
20021104,5.99,2026-09-11
20021105,5.98,2026-09-11
20021106,5.99,2026-09-11
20021107,5.91,2026-09-11
20021108,5.85,2026-09-11
20021111,5.84,2026-09-11
20021112,5.78,2026-09-11
20021113,5.72,2026-09-11
20021114,5.69,2026-09-11
20021115,5.74,2026-09-11
20021118,5.67,2026-09-11
20021119,5.63,2026-09-11
20021120,5.65,2026-09-11
20021121,5.67,2026-09-11
20021122,5.7,2026-09-11
20021125,5.79,2026-09-11
20021126,5.77,2026-09-11
20021127,5.81,2026-09-11
20021128,5.85,2026-09-11
20021129,5.8,2026-09-11
20021202,5.87,2026-09-11
20021203,5.88,2026-09-11
20021204,5.85,2026-09-11
20021205,5.86,2026-09-11
20021206,5.86,2026-09-11
20021209,5.81,2026-09-11
20021210,5.81,2026-09-11
20021211,5.78,2026-09-11
20021212,5.78,2026-09-11
20021213,5.76,2026-09-11
20021216,5.76,2026-09-11
20021217,5.77,2026-09-11
20021218,5.76,2026-09-11
20021220,5.72,2026-09-11
20021223,5.71,2026-09-11
20021224,5.72,2026-09-11
20021226,5.69,2026-09-11
20021227,5.69,2026-09-11
20021230,5.63,2026-09-11
20021231,5.61,2026-09-11
20030102,5.57,2026-09-11
20030103,5.59,2026-09-11
20030106,5.59,2026-09-11
20030107,5.55,2026-09-11
20030108,5.52,2026-09-11
20030109,5.52,2026-09-11
20030110,5.49,2026-09-11
20030113,5.5,2026-09-11
20030114,5.46,2026-09-11
20030115,5.43,2026-09-11
20030116,5.42,2026-09-11
20030117,5.42,2026-09-11
20030120,5.42,2026-09-11
20030121,5.4,2026-09-11
20030122,5.37,2026-09-11
20030123,5.38,2026-09-11
20030124,5.38,2026-09-11
20030127,5.36,2026-09-11
20030128,5.25,2026-09-11
20030129,5.16,2026-09-11
20030130,5.19,2026-09-11
20030203,5.2,2026-09-11
20030204,5.17,2026-09-11
20030205,5.17,2026-09-11
20030206,5.1,2026-09-11
20030207,5.09,2026-09-11
20030210,5.09,2026-09-11
20030211,5.15,2026-09-11
20030212,5.2,2026-09-11
20030213,5.19,2026-09-11
20030214,5.19,2026-09-11
20030217,5.27,2026-09-11
20030218,5.26,2026-09-11
20030219,5.19,2026-09-11
20030220,5.2,2026-09-11
20030221,5.14,2026-09-11
20030224,5.14,2026-09-11
20030225,5.09,2026-09-11
20030226,5.05,2026-09-11
20030227,5.04,2026-09-11
20030228,5.07,2026-09-11
20030303,5.1,2026-09-11
20030304,5.06,2026-09-11
20030305,5.06,2026-09-11
20030306,5.06,2026-09-11
20030307,5.08,2026-09-11
20030310,5.1,2026-09-11
20030311,5.15,2026-09-11
20030312,5.59,2026-09-11
20030313,5.63,2026-09-11
20030314,5.5,2026-09-11
20030317,5.54,2026-09-11
20030318,5.43,2026-09-11
20030319,5.25,2026-09-11
20030320,5.21,2026-09-11
20030321,5.13,2026-09-11
20030324,5.09,2026-09-11
20030325,5.07,2026-09-11
20030326,5.02,2026-09-11
20030327,5,2026-09-11
20030328,5.06,2026-09-11
20030331,5.04,2026-09-11
20030401,5.04,2026-09-11
20030402,5.06,2026-09-11
20030403,5.04,2026-09-11
20030404,5.04,2026-09-11
20030407,5.08,2026-09-11
20030408,5.09,2026-09-11
20030409,5.11,2026-09-11
20030410,5.05,2026-09-11
20030411,5.02,2026-09-11
20030414,5.04,2026-09-11
20030415,5.04,2026-09-11
20030416,5.05,2026-09-11
20030417,5.05,2026-09-11
20030418,5.05,2026-09-11
20030421,5.06,2026-09-11
20030422,5.04,2026-09-11
20030423,5.02,2026-09-11
20030424,5.01,2026-09-11
20030425,4.99,2026-09-11
20030428,4.95,2026-09-11
20030429,4.96,2026-09-11
20030430,4.9,2026-09-11
20030502,4.84,2026-09-11
20030506,4.84,2026-09-11
20030507,4.83,2026-09-11
20030509,4.82,2026-09-11
20030512,4.84,2026-09-11
20030513,4.79,2026-09-11
20030514,4.72,2026-09-11
20030515,4.69,2026-09-11
20030516,4.69,2026-09-11
20030519,4.6,2026-09-11
20030520,4.63,2026-09-11
20030521,4.58,2026-09-11
20030522,4.62,2026-09-11
20030523,4.62,2026-09-11
20030526,4.64,2026-09-11
20030527,4.61,2026-09-11
20030528,4.55,2026-09-11
20030529,4.49,2026-09-11
20030530,4.47,2026-09-11
20030602,4.49,2026-09-11
20030603,4.46,2026-09-11
20030604,4.45,2026-09-11
20030605,4.44,2026-09-11
20030609,4.43,2026-09-11
20030610,4.4,2026-09-11
20030611,4.38,2026-09-11
20030612,4.4,2026-09-11
20030613,4.41,2026-09-11
20030616,4.34,2026-09-11
20030617,4.37,2026-09-11
20030618,4.35,2026-09-11
20030619,4.41,2026-09-11
20030620,4.5,2026-09-11
20030623,4.55,2026-09-11
20030624,4.53,2026-09-11
20030625,4.53,2026-09-11
20030626,4.56,2026-09-11
20030627,4.61,2026-09-11
20030630,4.61,2026-09-11
20030701,4.59,2026-09-11
20030702,4.54,2026-09-11
20030703,4.54,2026-09-11
20030704,4.66,2026-09-11
20030707,4.68,2026-09-11
20030708,4.74,2026-09-11
20030709,4.77,2026-09-11
20030710,4.85,2026-09-11
20030711,4.78,2026-09-11
20030714,4.94,2026-09-11
20030715,5,2026-09-11
20030716,5.14,2026-09-11
20030718,5.13,2026-09-11
20030721,5.12,2026-09-11
20030722,5.15,2026-09-11
20030723,5.12,2026-09-11
20030724,5.13,2026-09-11
20030725,5.15,2026-09-11
20030728,5.19,2026-09-11
20030729,5.24,2026-09-11
20030730,5.2,2026-09-11
20030731,5.24,2026-09-11
20030801,5.39,2026-09-11
20030804,5.34,2026-09-11
20030805,5.32,2026-09-11
20030806,5.31,2026-09-11
20030807,5.27,2026-09-11
20030808,5.17,2026-09-11
20030811,5.2,2026-09-11
20030812,5.19,2026-09-11
20030813,5.18,2026-09-11
20030814,5.24,2026-09-11
20030818,5.34,2026-09-11
20030819,5.34,2026-09-11
20030820,5.32,2026-09-11
20030821,5.32,2026-09-11
20030822,5.32,2026-09-11
20030825,5.25,2026-09-11
20030826,5.23,2026-09-11
20030827,5.22,2026-09-11
20030828,5.15,2026-09-11
20030829,5.05,2026-09-11
20030901,5.03,2026-09-11
20030902,5.03,2026-09-11
20030903,5.02,2026-09-11
20030904,4.89,2026-09-11
20030905,4.87,2026-09-11
20030908,4.8,2026-09-11
20030909,4.88,2026-09-11
20030915,4.8,2026-09-11
20030916,4.81,2026-09-11
20030917,4.75,2026-09-11
20030918,4.72,2026-09-11
20030919,4.64,2026-09-11
20030922,4.63,2026-09-11
20030923,4.56,2026-09-11
20030924,4.56,2026-09-11
20030925,4.69,2026-09-11
20030926,4.69,2026-09-11
20030929,4.66,2026-09-11
20030930,4.66,2026-09-11
20031001,4.55,2026-09-11
20031002,4.54,2026-09-11
20031006,4.62,2026-09-11
20031007,4.62,2026-09-11
20031008,4.67,2026-09-11
20031009,4.67,2026-09-11
20031010,4.74,2026-09-11
20031013,4.74,2026-09-11
20031014,4.8,2026-09-11
20031015,4.8,2026-09-11
20031016,4.9,2026-09-11
20031017,4.91,2026-09-11
20031020,5,2026-09-11
20031021,5.02,2026-09-11
20031022,5.03,2026-09-11
20031023,4.99,2026-09-11
20031024,5.07,2026-09-11
20031027,5.1,2026-09-11
20031028,5.11,2026-09-11
20031029,5.02,2026-09-11
20031030,5.11,2026-09-11
20031031,5.09,2026-09-11
20031103,5.17,2026-09-11
20031104,5.25,2026-09-11
20031105,5.29,2026-09-11
20031106,5.29,2026-09-11
20031107,5.36,2026-09-11
20031110,5.3,2026-09-11
20031111,5.3,2026-09-11
20031112,5.37,2026-09-11
20031113,5.44,2026-09-11
20031114,5.45,2026-09-11
20031117,5.45,2026-09-11
20031118,5.53,2026-09-11
20031119,5.45,2026-09-11
20031120,5.32,2026-09-11
20031121,5.29,2026-09-11
20031124,5.29,2026-09-11
20031125,5.3,2026-09-11
20031126,5.29,2026-09-11
20031127,5.33,2026-09-11
20031128,5.43,2026-09-11
20031201,5.52,2026-09-11
20031202,5.52,2026-09-11
20031203,5.55,2026-09-11
20031204,5.55,2026-09-11
20031205,5.5,2026-09-11
20031208,5.43,2026-09-11
20031209,5.46,2026-09-11
20031210,5.45,2026-09-11
20031211,5.4,2026-09-11
20031212,5.4,2026-09-11
20031215,5.5,2026-09-11
20031216,5.43,2026-09-11
20031217,5.43,2026-09-11
20031218,5.43,2026-09-11
20031219,5.41,2026-09-11
20031222,5.39,2026-09-11
20031223,5.38,2026-09-11
20031224,5.36,2026-09-11
20031226,5.32,2026-09-11
20031229,5.32,2026-09-11
20031230,5.37,2026-09-11
20031231,5.38,2026-09-11
20040102,5.36,2026-09-11
20040105,5.42,2026-09-11
20040106,5.42,2026-09-11
20040107,5.43,2026-09-11
20040108,5.47,2026-09-11
20040109,5.45,2026-09-11
20040112,5.37,2026-09-11
20040113,5.34,2026-09-11
20040114,5.33,2026-09-11
20040115,5.31,2026-09-11
20040116,5.33,2026-09-11
20040119,5.48,2026-09-11
20040120,5.49,2026-09-11
20040126,5.49,2026-09-11
20040127,5.47,2026-09-11
20040128,5.44,2026-09-11
20040129,5.49,2026-09-11
20040130,5.5,2026-09-11
20040202,5.5,2026-09-11
20040203,5.47,2026-09-11
20040204,5.46,2026-09-11
20040205,5.47,2026-09-11
20040206,5.48,2026-09-11
20040209,5.44,2026-09-11
20040210,5.43,2026-09-11
20040211,5.42,2026-09-11
20040212,5.39,2026-09-11
20040213,5.41,2026-09-11
20040216,5.46,2026-09-11
20040217,5.43,2026-09-11
20040218,5.4,2026-09-11
20040219,5.4,2026-09-11
20040220,5.4,2026-09-11
20040223,5.44,2026-09-11
20040224,5.42,2026-09-11
20040225,5.38,2026-09-11
20040226,5.42,2026-09-11
20040227,5.43,2026-09-11
20040302,5.39,2026-09-11
20040303,5.41,2026-09-11
20040304,5.4,2026-09-11
20040305,5.39,2026-09-11
20040308,5.3,2026-09-11
20040309,5.29,2026-09-11
20040310,5.29,2026-09-11
20040311,5.23,2026-09-11
20040312,5.21,2026-09-11
20040315,5.23,2026-09-11
20040316,5.27,2026-09-11
20040317,5.25,2026-09-11
20040318,5.23,2026-09-11
20040319,5.23,2026-09-11
20040322,5.21,2026-09-11
20040323,5.11,2026-09-11
20040324,5.11,2026-09-11
20040325,5.11,2026-09-11
20040326,5.22,2026-09-11
20040329,5.27,2026-09-11
20040330,5.25,2026-09-11
20040331,5.21,2026-09-11
20040401,5.12,2026-09-11
20040402,5.14,2026-09-11
20040406,5.32,2026-09-11
20040407,5.26,2026-09-11
20040408,5.25,2026-09-11
20040409,5.19,2026-09-11
20040412,5.24,2026-09-11
20040413,5.25,2026-09-11
20040414,5.33,2026-09-11
20040416,5.29,2026-09-11
20040419,5.3,2026-09-11
20040420,5.29,2026-09-11
20040421,5.34,2026-09-11
20040422,5.31,2026-09-11
20040423,5.26,2026-09-11
20040426,5.25,2026-09-11
20040427,5.24,2026-09-11
20040428,5.23,2026-09-11
20040429,5.22,2026-09-11
20040430,5.18,2026-09-11
20040503,5.23,2026-09-11
20040504,5.23,2026-09-11
20040506,5.2,2026-09-11
20040507,5.18,2026-09-11
20040510,5.19,2026-09-11
20040511,5.2,2026-09-11
20040512,5.19,2026-09-11
20040513,5.17,2026-09-11
20040514,5.15,2026-09-11
20040517,5.17,2026-09-11
20040518,5.18,2026-09-11
20040519,5.2,2026-09-11
20040520,5.2,2026-09-11
20040521,5.16,2026-09-11
20040524,5.15,2026-09-11
20040525,5.12,2026-09-11
20040527,5.08,2026-09-11
20040528,5,2026-09-11
20040531,4.95,2026-09-11
20040601,4.98,2026-09-11
20040602,4.97,2026-09-11
20040603,4.88,2026-09-11
20040604,4.88,2026-09-11
20040607,4.9,2026-09-11
20040608,4.92,2026-09-11
20040609,4.96,2026-09-11
20040610,4.94,2026-09-11
20040611,4.94,2026-09-11
20040614,5.02,2026-09-11
20040615,5.05,2026-09-11
20040616,5.01,2026-09-11
20040617,5.09,2026-09-11
20040618,5.1,2026-09-11
20040621,5.15,2026-09-11
20040622,5.13,2026-09-11
20040623,5.12,2026-09-11
20040624,5.1,2026-09-11
20040625,5.09,2026-09-11
20040628,5.06,2026-09-11
20040629,5.06,2026-09-11
20040630,4.97,2026-09-11
20040701,4.93,2026-09-11
20040702,4.95,2026-09-11
20040705,4.9,2026-09-11
20040706,4.9,2026-09-11
20040707,4.89,2026-09-11
20040708,4.92,2026-09-11
20040709,4.92,2026-09-11
20040712,4.96,2026-09-11
20040713,4.96,2026-09-11
20040714,4.94,2026-09-11
20040715,4.93,2026-09-11
20040716,4.93,2026-09-11
20040719,4.92,2026-09-11
20040720,4.9,2026-09-11
20040721,4.91,2026-09-11
20040722,4.91,2026-09-11
20040723,4.89,2026-09-11
20040726,4.82,2026-09-11
20040727,4.77,2026-09-11
20040728,4.74,2026-09-11
20040729,4.72,2026-09-11
20040730,4.69,2026-09-11
20040802,4.66,2026-09-11
20040803,4.61,2026-09-11
20040804,4.55,2026-09-11
20040805,4.61,2026-09-11
20040806,4.63,2026-09-11
20040809,4.57,2026-09-11
20040810,4.5,2026-09-11
20040811,4.48,2026-09-11
20040812,4.31,2026-09-11
20040813,4.19,2026-09-11
20040816,4.22,2026-09-11
20040817,4.19,2026-09-11
20040818,4.18,2026-09-11
20040819,4.18,2026-09-11
20040820,4.2,2026-09-11
20040823,4.25,2026-09-11
20040824,4.23,2026-09-11
20040825,4.15,2026-09-11
20040826,4.14,2026-09-11
20040827,4.13,2026-09-11
20040830,4.12,2026-09-11
20040831,4.11,2026-09-11
20040901,4.15,2026-09-11
20040902,4.17,2026-09-11
20040903,4.16,2026-09-11
20040906,4.17,2026-09-11
20040907,4.17,2026-09-11
20040908,4.15,2026-09-11
20040909,4.18,2026-09-11
20040910,4.18,2026-09-11
20040913,4.22,2026-09-11
20040914,4.21,2026-09-11
20040915,4.2,2026-09-11
20040916,4.19,2026-09-11
20040917,4.15,2026-09-11
20040920,4.11,2026-09-11
20040921,4.05,2026-09-11
20040922,4.04,2026-09-11
20040923,4.04,2026-09-11
